"","X91D.deposit","X9M","X1Y","X18M","X2Y","X3Y","X4Y","X5Y","X6Y","X7Y","X8Y","X9Y","X10Y","X12Y","X15Y","X20Y"
"2012-11-28",2.85,2.8,2.7875,2.7775,2.77,2.7775,2.8025,2.8325,2.87,2.91,2.9425,2.975,3.01,3.035,3.0275,3.18
"2012-11-29",2.85,2.8,2.785,2.7775,2.77,2.7775,2.8025,2.8325,2.87,2.91,2.9425,2.975,3.01,3.0325,3.025,3.1775
"2012-11-30",2.85,2.8025,2.7925,2.785,2.78,2.7875,2.8125,2.845,2.8875,2.93,2.9625,2.995,3.0325,3.055,3.0475,3.2
"2012-12-03",2.85,2.805,2.795,2.7875,2.7825,2.79,2.815,2.8475,2.89,2.9325,2.9675,3.0025,3.04,3.0625,3.055,3.2075
"2012-12-04",2.85,2.7975,2.7875,2.7825,2.78,2.79,2.8175,2.8525,2.895,2.94,2.975,3.0125,3.0475,3.0725,3.0675,3.22
"2012-12-05",2.85,2.8025,2.7925,2.795,2.7975,2.8075,2.84,2.8775,2.9225,2.9675,3.0025,3.04,3.0725,3.0975,3.1025,3.2475
"2012-12-06",2.85,2.7963,2.7825,2.7825,2.7825,2.795,2.825,2.8625,2.9075,2.95,2.985,3.02,3.055,3.08,3.085,3.23
"2012-12-07",2.87,2.775,2.76,2.76,2.76,2.7725,2.8,2.835,2.8775,2.92,2.955,2.99,3.0225,3.0475,3.0525,3.1975
"2012-12-10",2.88,2.81,2.795,2.7925,2.7925,2.805,2.8325,2.8675,2.915,2.955,2.9975,3.03,3.0625,3.0875,3.0925,3.2375
"2012-12-11",2.88,2.8038,2.79,2.79,2.79,2.805,2.8325,2.87,2.9175,2.9575,3.005,3.0375,3.07,3.095,3.1,3.2425
"2012-12-12",2.89,2.7925,2.7775,2.7775,2.7775,2.7925,2.82,2.8575,2.9025,2.945,2.9925,3.0275,3.06,3.085,3.09,3.2325
"2012-12-13",2.89,2.815,2.805,2.805,2.8075,2.825,2.8575,2.8975,2.945,2.9875,3.035,3.07,3.105,3.13,3.135,3.2775
"2012-12-14",2.89,2.825,2.82,2.82,2.82,2.84,2.8725,2.915,2.9625,3.005,3.0525,3.0875,3.1225,3.1475,3.1525,3.295
"2012-12-17",2.89,2.82,2.8125,2.8163,2.8175,2.84,2.8725,2.915,2.96,3.005,3.05,3.0875,3.1225,3.155,3.165,3.3075
"2012-12-18",2.89,2.825,2.8175,2.8225,2.8275,2.8525,2.895,2.9425,2.9875,3.0325,3.0775,3.115,3.1525,3.185,3.195,3.3375
"2012-12-19",2.89,2.825,2.8175,2.8225,2.8275,2.8525,2.895,2.9425,2.9875,3.0325,3.0775,3.115,3.1525,3.185,3.195,3.3375
"2012-12-20",2.89,2.8175,2.8075,2.81,2.8125,2.8375,2.88,2.9225,2.965,3.0125,3.06,3.0975,3.135,3.1675,3.1775,3.32
"2012-12-21",2.89,2.805,2.7975,2.795,2.795,2.82,2.86,2.9,2.945,2.9925,3.04,3.0775,3.115,3.15,3.165,3.3075
"2012-12-24",2.89,2.815,2.8075,2.8075,2.81,2.835,2.875,2.92,2.965,3.0125,3.0625,3.1,3.14,3.1775,3.1925,3.335
"2012-12-25",2.89,2.815,2.8075,2.8075,2.81,2.835,2.875,2.915,2.965,3.0125,3.0625,3.1,3.14,3.1775,3.1925,3.335
"2012-12-26",2.89,2.8275,2.82,2.825,2.8275,2.8525,2.9,2.945,2.9925,3.0375,3.0875,3.1275,3.165,3.2025,3.2175,3.36
"2012-12-27",2.89,2.82,2.8125,2.8125,2.815,2.8425,2.885,2.9275,2.975,3.0225,3.0725,3.11,3.15,3.1875,3.2025,3.345
"2012-12-28",2.89,2.8,2.7825,2.785,2.7875,2.8125,2.8475,2.9,2.9425,2.9875,3.035,3.0725,3.1125,3.15,3.165,3.3075
"2012-12-31",2.89,2.8,2.7825,2.785,2.7875,2.8125,2.8475,2.895,2.9425,2.9875,3.035,3.0725,3.1125,3.15,3.165,3.3075
"2013-01-01",2.89,2.8,2.7825,2.785,2.7875,2.8125,2.8475,2.895,2.9425,2.9875,3.035,3.0725,3.1125,3.15,3.165,3.3075
"2013-01-02",2.89,2.795,2.78,2.7825,2.7925,2.825,2.8675,2.915,2.9625,3.01,3.06,3.0975,3.1375,3.175,3.19,3.3325
"2013-01-03",2.88,2.7575,2.7375,2.7375,2.7425,2.775,2.815,2.85,2.9025,2.95,3,3.0375,3.0775,3.115,3.13,3.2725
"2013-01-04",2.88,2.7675,2.745,2.745,2.75,2.79,2.83,2.875,2.92,2.9725,3.0175,3.06,3.1,3.1425,3.155,3.2975
"2013-01-07",2.87,2.77,2.75,2.75,2.7525,2.795,2.8425,2.8825,2.93,2.9825,3.0275,3.07,3.105,3.145,3.16,3.3025
"2013-01-08",2.87,2.7675,2.7475,2.735,2.73,2.7625,2.7975,2.835,2.88,2.93,2.9725,3.0075,3.0425,3.08,3.0925,3.235
"2013-01-09",2.87,2.765,2.7475,2.7375,2.73,2.76,2.7975,2.84,2.88,2.93,2.9725,3.0025,3.0325,3.07,3.0825,3.225
"2013-01-10",2.87,2.73,2.7125,2.6975,2.69,2.7175,2.755,2.8,2.8425,2.89,2.9325,2.9625,2.995,3.025,3.0325,3.175
"2013-01-11",2.85,2.7675,2.755,2.745,2.735,2.7675,2.8075,2.845,2.8925,2.9375,2.98,3.01,3.0425,3.0725,3.08,3.2225
"2013-01-14",2.85,2.76,2.7475,2.7375,2.7275,2.76,2.7975,2.835,2.88,2.925,2.97,3,3.0325,3.0625,3.07,3.2125
"2013-01-15",2.85,2.755,2.74,2.725,2.72,2.745,2.7775,2.81,2.8525,2.8975,2.94,2.97,3.0025,3.0275,3.0325,3.175
"2013-01-16",2.85,2.755,2.735,2.7225,2.7125,2.735,2.76,2.7875,2.83,2.875,2.9225,2.95,2.9775,3.0025,3.0075,3.15
"2013-01-17",2.85,2.7525,2.7325,2.72,2.7075,2.7275,2.7475,2.775,2.815,2.8575,2.9025,2.9275,2.955,2.985,2.9925,3.135
"2013-01-18",2.85,2.7625,2.745,2.7325,2.7275,2.75,2.7775,2.8075,2.85,2.8925,2.94,2.965,2.9925,3.0225,3.03,3.1725
"2013-01-21",2.85,2.7625,2.745,2.735,2.73,2.75,2.775,2.81,2.85,2.895,2.9425,2.9675,2.995,3.025,3.0325,3.175
"2013-01-22",2.85,2.7625,2.7425,2.73,2.725,2.7475,2.775,2.805,2.845,2.8875,2.9375,2.9625,2.99,3.0125,3.0075,3.15
"2013-01-23",2.85,2.76,2.74,2.7313,2.7225,2.745,2.7675,2.795,2.835,2.8775,2.91,2.9425,2.9775,3.01,3.005,3.1475
"2013-01-24",2.84,2.755,2.73,2.72,2.7125,2.735,2.76,2.79,2.83,2.8725,2.9025,2.9375,2.9725,3.0125,3.0075,3.15
"2013-01-25",2.84,2.7503,2.73,2.7175,2.7125,2.735,2.76,2.7925,2.835,2.8775,2.915,2.945,2.9775,3.0175,3.0125,3.155
"2013-01-28",2.84,2.7575,2.7425,2.7325,2.73,2.755,2.7875,2.8225,2.8675,2.915,2.955,2.9875,3.0225,3.065,3.06,3.2025
"2013-01-29",2.84,2.755,2.745,2.7425,2.7425,2.77,2.8025,2.8375,2.885,2.935,2.9725,3.0075,3.0475,3.09,3.085,3.2275
"2013-01-30",2.84,2.7713,2.7725,2.7675,2.765,2.7925,2.8275,2.865,2.9175,2.9613,3,3.0375,3.0775,3.11,3.11,3.2525
"2013-01-31",2.84,2.7725,2.77,2.7675,2.765,2.7925,2.8225,2.8623,2.91,2.9575,3.005,3.0375,3.0725,3.1075,3.1125,3.255
"2013-02-01",2.84,2.775,2.7725,2.77,2.77,2.8,2.83,2.865,2.915,2.9625,3.0025,3.0375,3.0775,3.1125,3.1175,3.26
"2013-02-04",2.84,2.7725,2.7675,2.765,2.7675,2.8,2.8375,2.878,2.9275,2.975,3.015,3.05,3.09,3.125,3.13,3.2725
"2013-02-05",2.84,2.765,2.7575,2.755,2.755,2.7825,2.815,2.8625,2.9075,2.955,2.995,3.03,3.07,3.105,3.11,3.2525
"2013-02-06",2.84,2.7525,2.74,2.7375,2.735,2.76,2.7925,2.835,2.88,2.93,2.9725,3.01,3.0475,3.0875,3.0925,3.235
"2013-02-07",2.84,2.755,2.74,2.7375,2.7375,2.765,2.795,2.8325,2.8825,2.9325,2.9725,3.01,3.0475,3.0825,3.09,3.2325
"2013-02-08",2.84,2.7525,2.7375,2.7338,2.73,2.7575,2.7925,2.835,2.885,2.935,2.975,3.0125,3.05,3.085,3.0925,3.235
"2013-02-11",2.84,2.7525,2.7375,2.7325,2.73,2.7575,2.7925,2.835,2.885,2.935,2.975,3.0125,3.05,3.085,3.0925,3.235
"2013-02-12",2.84,2.7375,2.72,2.715,2.7125,2.74,2.7825,2.8225,2.8725,2.925,2.965,3.0025,3.04,3.0725,3.085,3.2275
"2013-02-13",2.84,2.7413,2.72,2.7225,2.725,2.755,2.795,2.8425,2.8925,2.945,2.985,3.0225,3.065,3.0975,3.11,3.2525
"2013-02-14",2.83,2.7425,2.72,2.7275,2.735,2.77,2.8125,2.8575,2.9125,2.965,3.0075,3.0475,3.0925,3.1275,3.14,3.2825
"2013-02-15",2.83,2.7375,2.715,2.72,2.725,2.76,2.8025,2.8475,2.9025,2.955,2.9975,3.0375,3.08,3.115,3.1275,3.27
"2013-02-18",2.83,2.7263,2.705,2.71,2.7125,2.75,2.7925,2.8325,2.89,2.9425,2.985,3.025,3.065,3.1,3.11,3.2525
"2013-02-19",2.83,2.7138,2.69,2.6875,2.6875,2.72,2.7575,2.8,2.85,2.905,2.9475,2.9875,3.0275,3.0625,3.0725,3.215
"2013-02-20",2.83,2.7275,2.7075,2.7075,2.7075,2.7425,2.7825,2.825,2.8775,2.93,2.975,3.015,3.055,3.0925,3.1025,3.2425
"2013-02-21",2.83,2.7175,2.6975,2.6975,2.695,2.7275,2.765,2.805,2.86,2.915,2.96,3,3.0425,3.07,3.09,3.225
"2013-02-22",2.83,2.72,2.6975,2.6975,2.6975,2.73,2.7675,2.8125,2.865,2.9175,2.965,3.005,3.045,3.0725,3.0925,3.2275
"2013-02-25",2.83,2.72,2.6975,2.6975,2.6975,2.73,2.7675,2.81,2.865,2.9175,2.9625,3.005,3.045,3.0725,3.0925,3.2275
"2013-02-26",2.82,2.71,2.6875,2.6825,2.6775,2.7,2.73,2.768,2.8175,2.8675,2.9125,2.955,2.9925,3.02,3.04,3.175
"2013-02-27",2.82,2.7,2.675,2.6663,2.6575,2.675,2.7075,2.74,2.7875,2.8375,2.8825,2.92,2.955,2.9825,3.0025,3.135
"2013-02-28",2.82,2.7125,2.6875,2.68,2.6725,2.69,2.7225,2.7598,2.81,2.8575,2.9025,2.9425,2.98,3.005,3.02,3.135
"2013-03-01",2.82,2.7125,2.6875,2.68,2.6725,2.69,2.7225,2.7625,2.81,2.8575,2.9025,2.9425,2.98,3.005,3.02,3.135
"2013-03-04",2.82,2.7075,2.68,2.67,2.66,2.675,2.7075,2.745,2.7925,2.845,2.89,2.93,2.97,2.9975,3.015,3.13
"2013-03-05",2.82,2.7013,2.675,2.6625,2.6525,2.6625,2.695,2.7375,2.785,2.835,2.88,2.92,2.96,2.9875,3.005,3.12
"2013-03-06",2.82,2.7175,2.6925,2.68,2.67,2.685,2.72,2.765,2.8125,2.8625,2.905,2.945,2.985,3.0125,3.03,3.145
"2013-03-07",2.82,2.7225,2.705,2.6975,2.69,2.71,2.7475,2.7925,2.8425,2.895,2.9375,2.98,3.02,3.0475,3.065,3.18
"2013-03-08",2.82,2.7175,2.6975,2.6875,2.68,2.7,2.7425,2.79,2.8375,2.8925,2.935,2.9775,3.0175,3.045,3.0625,3.1775
"2013-03-11",2.82,2.72,2.7,2.69,2.6825,2.7025,2.745,2.7975,2.8425,2.8975,2.94,2.9825,3.0225,3.05,3.065,3.1775
"2013-03-12",2.81,2.6963,2.675,2.6625,2.6525,2.67,2.71,2.7625,2.8125,2.8625,2.905,2.9475,2.9925,3.02,3.035,3.1475
"2013-03-13",2.81,2.7,2.6825,2.6675,2.655,2.67,2.7075,2.755,2.805,2.855,2.9,2.9425,2.9875,3.015,3.03,3.1425
"2013-03-14",2.81,2.705,2.6875,2.6738,2.66,2.675,2.71,2.755,2.805,2.8525,2.9,2.9425,2.98,3.0075,3.0225,3.135
"2013-03-15",2.81,2.7125,2.6975,2.68,2.6625,2.6725,2.7025,2.7425,2.7925,2.8425,2.885,2.9275,2.9675,2.9975,3.0125,3.125
"2013-03-18",2.81,2.7038,2.6875,2.6625,2.64,2.645,2.67,2.71,2.76,2.8075,2.85,2.89,2.93,2.96,2.975,3.0875
"2013-03-19",2.81,2.7075,2.6875,2.6625,2.64,2.645,2.6725,2.7225,2.76,2.8075,2.8475,2.8875,2.93,2.96,2.975,3.0875
"2013-03-20",2.81,2.705,2.6825,2.6575,2.6325,2.6375,2.6625,2.7075,2.7525,2.8025,2.845,2.885,2.9275,2.9575,2.9725,3.085
"2013-03-21",2.81,2.7075,2.6875,2.66,2.64,2.64,2.665,2.7025,2.7525,2.805,2.85,2.8925,2.935,2.965,2.98,3.0925
"2013-03-22",2.81,2.71,2.6875,2.6625,2.64,2.64,2.665,2.7,2.75,2.8025,2.8425,2.8825,2.9225,2.9525,2.965,3.08
"2013-03-25",2.81,2.7125,2.69,2.67,2.6475,2.6475,2.6725,2.7075,2.755,2.8075,2.8475,2.8875,2.925,2.955,2.97,3.085
"2013-03-26",2.81,2.7125,2.6925,2.6725,2.65,2.65,2.6725,2.705,2.755,2.805,2.845,2.885,2.9225,2.9525,2.9675,3.0825
"2013-03-27",2.81,2.7088,2.6875,2.6675,2.645,2.645,2.6625,2.6975,2.745,2.795,2.835,2.875,2.915,2.945,2.96,3.075
"2013-03-28",2.81,2.65,2.6125,2.585,2.555,2.545,2.5575,2.585,2.6325,2.68,2.7175,2.7575,2.795,2.825,2.84,2.955
"2013-03-29",2.81,2.6838,2.6475,2.6225,2.5975,2.6025,2.6175,2.585,2.6925,2.7425,2.7825,2.8225,2.8625,2.8925,2.9075,3.0225
"2013-04-01",2.81,2.6725,2.6325,2.6075,2.585,2.5925,2.61,2.64,2.6925,2.74,2.7825,2.825,2.865,2.895,2.91,3.025
"2013-04-02",2.81,2.6625,2.6225,2.6,2.5775,2.5825,2.6,2.63,2.6775,2.73,2.775,2.8175,2.86,2.89,2.905,3.02
"2013-04-03",2.8,2.6575,2.6175,2.5925,2.5675,2.5725,2.5925,2.6225,2.6775,2.7325,2.7775,2.82,2.8625,2.8925,2.9075,3.0225
"2013-04-04",2.8,2.6525,2.61,2.5825,2.555,2.56,2.5825,2.62,2.6675,2.7225,2.7675,2.8125,2.855,2.885,2.9,3.015
"2013-04-05",2.8,2.6425,2.585,2.545,2.505,2.505,2.52,2.555,2.605,2.6575,2.7,2.74,2.7825,2.8125,2.8275,2.9425
"2013-04-08",2.8,2.6375,2.58,2.535,2.4925,2.49,2.505,2.5325,2.5775,2.625,2.6625,2.7,2.74,2.77,2.785,2.9
"2013-04-09",2.8,2.6475,2.5925,2.55,2.5075,2.5025,2.52,2.5525,2.595,2.6425,2.68,2.72,2.76,2.79,2.805,2.92
"2013-04-10",2.8,2.6425,2.5925,2.5563,2.5225,2.5175,2.54,2.575,2.6175,2.6625,2.7,2.74,2.7825,2.8125,2.8275,2.9425
"2013-04-11",2.79,2.7113,2.68,2.66,2.64,2.64,2.6625,2.6975,2.7375,2.7825,2.82,2.86,2.9,2.93,2.945,3.06
"2013-04-12",2.79,2.705,2.6975,2.685,2.6725,2.6725,2.6975,2.73,2.7675,2.8175,2.8525,2.89,2.9275,2.9575,2.9725,3.0875
"2013-04-15",2.79,2.69,2.675,2.6575,2.6425,2.645,2.6675,2.7025,2.7375,2.7875,2.8225,2.86,2.9,2.93,2.945,3.06
"2013-04-16",2.79,2.6775,2.65,2.63,2.61,2.6075,2.625,2.66,2.6975,2.7425,2.7775,2.8125,2.85,2.88,2.895,3.01
"2013-04-17",2.79,2.6825,2.655,2.635,2.615,2.6175,2.635,2.67,2.715,2.7575,2.79,2.825,2.8625,2.8925,2.9075,3.0225
"2013-04-18",2.79,2.675,2.645,2.62,2.5975,2.595,2.61,2.64,2.6825,2.7275,2.7625,2.7975,2.8325,2.865,2.88,2.9925
"2013-04-19",2.79,2.685,2.655,2.63,2.6075,2.6075,2.6225,2.655,2.6975,2.74,2.775,2.81,2.8475,2.88,2.895,3.0075
"2013-04-22",2.79,2.69,2.6625,2.6375,2.615,2.6175,2.635,2.665,2.71,2.7525,2.7875,2.8225,2.86,2.8925,2.9075,3.02
"2013-04-23",2.79,2.6925,2.66,2.635,2.61,2.61,2.6225,2.65,2.695,2.7375,2.7725,2.8075,2.8425,2.8725,2.8875,3
"2013-04-24",2.79,2.7013,2.67,2.645,2.6225,2.62,2.6375,2.66,2.7,2.7425,2.7775,2.8125,2.8475,2.8775,2.8925,3.005
"2013-04-25",2.78,2.6825,2.65,2.625,2.6,2.5975,2.6075,2.628,2.6675,2.705,2.74,2.775,2.81,2.8425,2.8525,2.965
"2013-04-26",2.79,2.665,2.635,2.6025,2.5725,2.5675,2.5775,2.595,2.635,2.67,2.705,2.74,2.775,2.81,2.8175,2.93
"2013-04-29",2.8,2.6675,2.635,2.5975,2.565,2.5625,2.57,2.59,2.6225,2.6575,2.6925,2.7275,2.7625,2.7975,2.805,2.9175
"2013-04-30",2.81,2.6588,2.6225,2.585,2.5475,2.545,2.5525,2.565,2.605,2.64,2.675,2.71,2.745,2.78,2.7875,2.9
"2013-05-01",2.81,2.6575,2.6225,2.585,2.5475,2.545,2.5525,2.565,2.605,2.64,2.675,2.71,2.745,2.78,2.7875,2.9
"2013-05-02",2.81,2.64,2.595,2.55,2.5075,2.5025,2.505,2.52,2.56,2.5975,2.63,2.665,2.7,2.735,2.7425,2.855
"2013-05-03",2.81,2.645,2.6025,2.56,2.5175,2.5125,2.5175,2.535,2.5725,2.6125,2.6475,2.685,2.7225,2.7575,2.765,2.8775
"2013-05-06",2.81,2.685,2.645,2.6125,2.5825,2.58,2.585,2.6,2.6375,2.6775,2.7125,2.75,2.7875,2.8175,2.8225,2.935
"2013-05-07",2.81,2.6738,2.6375,2.6,2.565,2.565,2.57,2.5875,2.6225,2.6625,2.6975,2.7325,2.77,2.8,2.8025,2.915
"2013-05-08",2.81,2.6825,2.655,2.6125,2.58,2.5775,2.5875,2.6025,2.64,2.68,2.715,2.75,2.7875,2.8175,2.82,2.9325
"2013-05-09",2.69,2.6,2.59,2.5675,2.545,2.5525,2.5675,2.5825,2.6225,2.6625,2.6975,2.735,2.775,2.805,2.81,2.9225
"2013-05-10",2.69,2.5975,2.585,2.565,2.5475,2.5625,2.5775,2.593,2.645,2.69,2.73,2.7675,2.805,2.835,2.84,2.9525
"2013-05-13",2.69,2.605,2.59,2.575,2.56,2.5725,2.5925,2.6175,2.66,2.705,2.745,2.785,2.8225,2.8525,2.8575,2.97
"2013-05-14",2.69,2.5975,2.5825,2.5675,2.555,2.5675,2.585,2.6103,2.65,2.695,2.735,2.7725,2.81,2.84,2.845,2.955
"2013-05-15",2.69,2.6125,2.5975,2.5825,2.57,2.5825,2.6025,2.6223,2.6725,2.7175,2.7575,2.795,2.8325,2.8625,2.8675,2.9775
"2013-05-16",2.69,2.6113,2.5925,2.5788,2.5675,2.58,2.6025,2.63,2.6725,2.7175,2.755,2.795,2.835,2.865,2.87,2.98
"2013-05-17",2.69,2.6125,2.5925,2.58,2.5675,2.58,2.6025,2.63,2.6725,2.7175,2.755,2.795,2.835,2.865,2.87,2.98
"2013-05-20",2.69,2.6275,2.6125,2.605,2.5975,2.615,2.6425,2.671,2.715,2.76,2.7975,2.8375,2.8775,2.9075,2.9125,3.0225
"2013-05-21",2.69,2.6275,2.61,2.6025,2.5975,2.6175,2.645,2.676,2.72,2.765,2.8025,2.8425,2.8825,2.9125,2.9175,3.0275
"2013-05-22",2.69,2.63,2.6125,2.6075,2.6025,2.6225,2.6525,2.685,2.73,2.775,2.8125,2.8525,2.8925,2.9225,2.9275,3.0375
"2013-05-23",2.69,2.625,2.61,2.605,2.6025,2.625,2.655,2.6875,2.735,2.7825,2.82,2.8575,2.895,2.9225,2.93,3.04
"2013-05-24",2.69,2.6275,2.6125,2.61,2.61,2.6325,2.66,2.6938,2.7375,2.785,2.8225,2.86,2.8975,2.925,2.9325,3.0425
"2013-05-27",2.69,2.6175,2.6,2.595,2.59,2.6175,2.645,2.676,2.7225,2.77,2.8075,2.845,2.8825,2.91,2.9175,3.0275
"2013-05-28",2.69,2.6375,2.62,2.615,2.61,2.645,2.6725,2.7045,2.7525,2.8,2.8425,2.88,2.915,2.9425,2.95,3.06
"2013-05-29",2.69,2.6725,2.7725,2.685,2.7975,2.8375,2.78,2.825,2.875,2.925,2.9675,3.01,3.0525,3.0775,3.0925,3.2025
"2013-05-30",2.69,2.6625,2.66,2.675,2.69,2.7275,2.7675,2.795,2.855,2.9025,2.945,2.9875,3.0275,3.0525,3.0675,3.1775
"2013-05-31",2.69,2.6725,2.6775,2.695,2.7125,2.755,2.795,2.838,2.8875,2.935,2.9775,3.02,3.0625,3.0875,3.1025,3.2125
"2013-06-03",2.69,2.67,2.675,2.6925,2.7125,2.75,2.7925,2.833,2.8825,2.93,2.9725,3.015,3.055,3.08,3.095,3.205
"2013-06-04",2.69,2.6725,2.6775,2.6975,2.7175,2.7575,2.7975,2.838,2.8875,2.94,2.9825,3.0225,3.0625,3.0875,3.1025,3.2125
"2013-06-05",2.69,2.6725,2.6725,2.6963,2.72,2.7675,2.81,2.853,2.8975,2.9525,2.995,3.0375,3.08,3.105,3.12,3.23
"2013-06-06",2.69,2.6725,2.6725,2.695,2.72,2.7675,2.81,2.8525,2.8975,2.9525,2.995,3.0375,3.08,3.105,3.12,3.23
"2013-06-07",2.69,2.66,2.6575,2.6725,2.69,2.7325,2.775,2.818,2.8625,2.9175,2.9575,2.9975,3.035,3.0625,3.0775,3.1875
"2013-06-10",2.69,2.6738,2.6725,2.6925,2.7125,2.76,2.805,2.853,2.895,2.9525,2.99,3.03,3.07,3.0925,3.1125,3.2225
"2013-06-11",2.69,2.6875,2.69,2.71,2.7325,2.785,2.835,2.888,2.9375,2.9925,3.03,3.07,3.1125,3.1375,3.1575,3.2675
"2013-06-12",2.69,2.69,2.6925,2.725,2.76,2.8175,2.8775,2.94,2.99,3.0475,3.09,3.13,3.1675,3.2925,3.3125,3.4225
"2013-06-13",2.69,2.675,2.6675,2.695,2.725,2.8825,2.93,2.8775,2.9325,2.9875,3.025,3.0625,3.0975,3.1225,3.1425,3.2525
"2013-06-14",2.69,2.6725,2.665,2.6888,2.713,2.76,2.8,2.848,2.895,2.945,2.985,3.0225,3.063,3.09,3.113,3.223
"2013-06-17",2.69,2.6925,2.688,2.7175,2.75,2.818,2.87,2.923,2.9713,3.018,3.0575,3.095,3.133,3.16,3.183,3.293
"2013-06-18",2.69,2.6875,2.683,2.705,2.73,2.795,2.848,2.903,2.9525,3.003,3.04,3.08,3.118,3.145,3.168,3.278
"2013-06-19",2.69,2.6975,2.703,2.7213,2.753,2.815,2.87,2.925,2.9775,3.03,3.065,3.1025,3.15,3.178,3.2,3.31
"2013-06-20",2.69,2.745,2.765,2.8,2.835,2.91,2.973,3.038,3.1,3.15,3.19,3.2313,3.273,3.303,3.328,3.438
"2013-06-21",2.7,2.7725,2.79,2.8375,2.885,2.98,3.053,3.128,3.1875,3.235,3.275,3.315,3.355,3.385,3.41,3.52
"2013-06-24",2.69,2.7888,2.815,2.8725,2.935,3.05,3.138,3.225,3.2925,3.3522,3.395,3.44,3.48,3.513,3.538,3.648
"2013-06-25",2.69,2.755,2.7725,2.83,2.89,2.99,3.07,3.15,3.215,3.2725,3.3175,3.3575,3.395,3.425,3.45,3.56
"2013-06-26",2.69,2.7325,2.7525,2.805,2.8675,2.9625,3.0388,3.12,3.18,3.2425,3.275,3.3175,3.365,3.3875,3.4125,3.5225
"2013-06-27",2.69,2.74,2.75,2.8,2.85,2.94,3.01,3.0825,3.145,3.1963,3.2375,3.275,3.315,3.34,3.365,3.475
"2013-06-28",2.69,2.7175,2.7275,2.7675,2.8075,2.8925,2.9605,3.034,3.0975,3.1505,3.195,3.235,3.2725,3.303,3.328,3.438
"2013-07-01",2.69,2.765,2.78,2.8275,2.878,2.983,3.053,3.12,3.185,3.243,3.2825,3.325,3.368,3.4,3.408,3.528
"2013-07-02",2.69,2.745,2.758,2.8025,2.85,2.948,3.018,3.09,3.15,3.203,3.2425,3.285,3.33,3.363,3.375,3.49
"2013-07-03",2.69,2.7388,2.7525,2.7975,2.8475,2.95,3.0175,3.09,3.1525,3.205,3.245,3.285,3.33,3.3575,3.3725,3.4875
"2013-07-04",2.69,2.7325,2.745,2.7925,2.8425,2.95,3.023,3.1003,3.16,3.21,3.25,3.29,3.3275,3.358,3.373,3.488
"2013-07-05",2.69,2.735,2.748,2.7925,2.843,2.955,3.04,3.125,3.19,3.248,3.285,3.3225,3.363,3.393,3.408,3.523
"2013-07-08",2.69,2.7375,2.753,2.805,2.863,2.99,3.088,3.188,3.2575,3.323,3.365,3.4075,3.45,3.485,3.503,3.618
"2013-07-09",2.69,2.735,2.75,2.8025,2.86,2.983,3.078,3.172,3.24,3.305,3.35,3.3925,3.428,3.463,3.48,3.595
"2013-07-10",2.69,2.7175,2.728,2.7775,2.833,2.953,3.045,3.1425,3.21,3.273,3.32,3.365,3.4,3.435,3.453,3.568
"2013-07-11",2.69,2.705,2.71,2.745,2.7875,2.875,2.9538,3.035,3.105,3.1688,3.21,3.255,3.2925,3.33,3.348,3.463
"2013-07-12",2.69,2.7125,2.718,2.755,2.795,2.878,2.95,3.023,3.0875,3.153,3.1975,3.2425,3.28,3.315,3.333,3.448
"2013-07-15",2.69,2.725,2.733,2.7725,2.815,2.905,2.978,3.055,3.12,3.185,3.23,3.275,3.313,3.348,3.365,3.48
"2013-07-16",2.69,2.7225,2.728,2.7675,2.81,2.9,2.973,3.05,3.1175,3.183,3.2275,3.2775,3.313,3.345,3.36,3.475
"2013-07-17",2.69,2.7325,2.738,2.7775,2.823,2.918,2.998,3.0765,3.1475,3.213,3.2575,3.31,3.345,3.378,3.393,3.508
"2013-07-18",2.69,2.7125,2.718,2.7525,2.793,2.878,2.958,3.038,3.105,3.17,3.2188,3.27,3.305,3.338,3.353,3.468
"2013-07-19",2.67,2.695,2.705,2.74,2.783,2.868,2.95,3.03,3.1,3.168,3.215,3.27,3.305,3.338,3.353,3.468
"2013-07-22",2.67,2.6925,2.705,2.7375,2.7775,2.8575,2.935,3.0155,3.085,3.15,3.1975,3.2538,3.2875,3.3175,3.3325,3.45
"2013-07-23",2.67,2.7025,2.715,2.7525,2.7925,2.8725,2.9475,3.025,3.0925,3.16,3.205,3.2575,3.295,3.3225,3.3375,3.455
"2013-07-24",2.67,2.7,2.7175,2.7588,2.8075,2.8875,2.9675,3.0475,3.115,3.1825,3.2275,3.2825,3.32,3.3423,3.36,3.4778
"2013-07-25",2.66,2.7125,2.738,2.79,2.843,2.9338,3.025,3.1123,3.185,3.2465,3.3,3.355,3.3888,3.425,3.445,3.57
"2013-07-26",2.67,2.71,2.735,2.785,2.838,2.935,3.0165,3.11,3.1825,3.2438,3.2975,3.3525,3.386,3.423,3.443,3.57
"2013-07-29",2.66,2.6925,2.7175,2.7675,2.8225,2.9175,2.9975,3.0775,3.15,3.2175,3.265,3.32,3.3575,3.39,3.41,3.537
"2013-07-30",2.66,2.695,2.72,2.775,2.83,2.93,3.01,3.09,3.1625,3.2313,3.2788,3.335,3.3725,3.4025,3.4225,3.55
"2013-07-31",2.66,2.7,2.7273,2.7913,2.851,2.9515,3.0338,3.116,3.19,3.2562,3.3075,3.3625,3.3988,3.425,3.445,3.5723
